pdf_id,dept,from_url,pdf_url
3305,Department of Procurement Services,https://www.cityofchicago.org/city/en/depts/dps/supp_info/2002_july_bid_tabulations.html,https://www.cityofchicago.org/content/dam/city/depts/dps/BidTabs1999to2004/2002BidTabs/Jul/B89683203(02-045).7.23.02.pdf
21408,Department of Business Affairs and Consumer Protection,https://www.cityofchicago.org/city/en/depts/bacp/supp_info/taxi_industry_notices.html,https://www.cityofchicago.org/dam/city/depts/bacp/publicvehicleinfo/taxiindustrynotices/taxiindustrysept232011publicmeetingnotescomments.pdf
5635,Department of Procurement Services,https://www.cityofchicago.org/city/en/depts/dps/supp_info/2007_january_jobordercontractsjoc.html,https://www.cityofchicago.org/content/dam/city/depts/dps/JOCReleases/2007JOC/2007_JanuaryJOC/8866_113.pdf
20374,Department of Human Resources,https://www.cityofchicago.org/city/en/depts/dhr/supp_info/operation_constructionservices7100series.html,https://www.cityofchicago.org/content/dam/city/depts/dhr/supp_info/JobSpecifications/OperationConstruction/7100_Automotive_Transportation_Series/7119_SUPERVISOR_OF_BOOTING_OPERATIONS_MG610.pdf
16431,Department of Planning and Development,https://www.cityofchicago.org/city/en/depts/dcd/supp_info/district-annual-reports--2014-.html,https://www.cityofchicago.org/content/dam/city/depts/dcd/tif/14reports/T_157_HollywoodSheridanAR14.pdf
5517,Department of Procurement Services,https://www.cityofchicago.org/city/en/depts/dps/supp_info/2006_september_jobordercontractsjoc.html,https://www.cityofchicago.org/content/dam/city/depts/dps/JOCReleases/2006JOC/2006_SeptemberJOC/9911_15.pdf
20112,Department of Water Management,https://www.cityofchicago.org/city/en/depts/water/supp_info/archived_constructionreports/2017_water_sewer_main_projects/October2017.html,https://www.cityofchicago.org/content/dam/city/depts/water/supp_info/arcConRpt/2017construction/oct_2017/20171025_Willow_43w.pdf
25081,Chicago Police Board,https://www.cityofchicago.org/city/en/depts/cpb/auto_generated/public_meetings_archives.html,https://www.cityofchicago.org/content/dam/city/depts/cpb/PubMtgMinutes/BlueBook03172016.pdf
6362,Department of Procurement Services,https://www.cityofchicago.org/city/en/depts/dps/supp_info/2008_non-competitiveprocurements.html,https://www.cityofchicago.org/content/dam/city/depts/dps/SoleSource/NCRB_2008/05_May2008/InternationalCodeCouncil.pdf
4973,Department of Procurement Services,https://www.cityofchicago.org/city/en/depts/dps/supp_info/2005_prebid_conferenceattendees.html,https://www.cityofchicago.org/content/dam/city/depts/dps/PreBids/2005PreBids/37961.pdf
2670,Department of Procurement Services,https://www.cityofchicago.org/city/en/depts/dps/supp_info/2001_january_bidtabulations.html,https://www.cityofchicago.org/content/dam/city/depts/dps/BidTabs1999to2004/2001BidTabs/Jan/B19069401.1.31.01.pdf
5405,Department of Procurement Services,https://www.cityofchicago.org/city/en/depts/dps/supp_info/2006_prebid_conferenceattendees.html,https://www.cityofchicago.org/content/dam/city/depts/dps/PreBids/2006PreBids/PreBid43496.pdf
1270,Emergency Management & Communications,https://www.cityofchicago.org/city/en/depts/oem/supp_info/acbrochures.html,https://www.cityofchicago.org/content/dam/city/depts/oemc/AlertChicagoPDFsImages/Winter_Safety.pdf
19824,Department of Planning and Development,https://www.cityofchicago.org/city/en/depts/dcd/supp_info/north-branch-industrial-corridor.html,https://www.cityofchicago.org/content/dam/city/depts/dcd/supp_info/industrial/NBIC_Adopted_Final_For-Web.pdf
23258,Board of Ethics,https://www.cityofchicago.org/city/en/depts/ethics/supp_info/ViewStatements-IndependentContractors.html,https://www.cityofchicago.org/content/dam/city/depts/ethics/general/FIS-IndependentContractors/starks-jeremy-r-17-ic.pdf
9951,Department of Human Resources,https://www.cityofchicago.org/city/en/depts/dhr/supp_info/administrative_services0400.html,https://www.cityofchicago.org/content/dam/city/depts/dhr/supp_info/JobSpecifications/Administrative/0400_General_Clerical_Series/0407_PUBLIC_SERVICE_INTERN.pdf
17442,Board of Ethics,https://www.cityofchicago.org/city/en/depts/ethics/supp_info/governmental_ethicsordinance.html,https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Ordinances/GEO-Jan-2013.pdf
24928,Department of Buildings,https://www.cityofchicago.org/city/en/depts/bldgs/provdrs/vacant_buildings/svcs/Forfeiture.html,https://www.cityofchicago.org/content/dam/city/depts/bldgs/general/Vacant/ProceduresforCircuitCourtForfeitures.pdf
27610,None,http://climatechange.cityofchicago.org/climate-indicators/downloads-indicators-technical-documentation,http://climatechange.cityofchicago.org/sites/production/files/2016-08/documents/ghg-concentrations_documentation.pdf
26817,None,https://www.cityofchicago.org/cityarchives/procurement/auctions/auctionmarch042006/trucks1441_1460.html,https://www.cityofchicago.org/cityarchives/procurement/auctions/auctionmarch042006/Lot1453.pdf
16457,Department of Planning and Development,https://www.cityofchicago.org/city/en/depts/dcd/supp_info/district-annual-reports--2014-.html,https://www.cityofchicago.org/content/dam/city/depts/dcd/tif/14reports/T_173_MontroseClarendonAR14.pdf
17017,Department of Human Resources,https://www.cityofchicago.org/city/en/depts/dhr/supp_info/exempt_services_9700to9000series.html,https://www.cityofchicago.org/content/dam/city/depts/dhr/supp_info/JobSpecifications/Exempt/9700_Exempt_Series/9777_IT_Director_DoIT.pdf
22254,Department of Planning and Development,https://www.cityofchicago.org/city/en/depts/dcd/supp_info/special_service_areasandproviderlist.html,https://www.cityofchicago.org/content/dam/city/depts/dcd/ssa/2015 Audits/SSA08Audit2015.pdf
19224,Department of Water Management,https://www.cityofchicago.org/city/en/depts/water/supp_info/archived_constructionreports/2017_water_sewer_main_projects/May2017.html,https://www.cityofchicago.org/content/dam/city/depts/water/supp_info/arcConRpt/2017construction/may_2017/20170510_Michigan5pt2_04w.pdf
8706,Department of Procurement Services,https://www.cityofchicago.org/city/en/depts/dps/supp_info/2014_preBid_preSubmittal_conference_attendees.html,https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/StandardFormsAgreements/PreProposalAttendeeList.pdf
8028,Department of Water Management,https://www.cityofchicago.org/city/en/depts/water/supp_info/archived_constructionreports/2012_water_and_sewermainprojects.html,https://www.cityofchicago.org/content/dam/city/depts/water/supp_info/arcConRpt/2012cnstRpts/sept/20120904_61st_16w.pdf
1762,Department of Planning and Development,https://www.cityofchicago.org/city/en/depts/dcd/supp_info/12034_s_princetonave.html,https://www.cityofchicago.org/dam/city/depts/dcd/general/pctapp_2.pdf
26049,Department of Human Resources,https://www.cityofchicago.org/city/en/depts/dhr/supp_info/Job_Specification_Alpah_Order.html,https://www.cityofchicago.org/content/dam/city/depts/dhr/supp_info/JobSpecifications/JobSpecName/FORENSIC-AUDIT-INVESTIGATOR_1288.pdf
10211,Department of Human Resources,https://www.cityofchicago.org/city/en/depts/dhr/supp_info/administrative_services1500.html,https://www.cityofchicago.org/content/dam/city/depts/dhr/supp_info/JobSpecifications/Administrative/1500_Purchasing_And_Supply_Series/1506_MANAGER_OF_CERTIFICATION_COMPLIANCE.pdf
25387,None,https://www.cityofchicago.org/city/en/sites/committeeonthebudget/home.html,https://www.cityofchicago.org/content/dam/city/sites/committeeonthebudget/agendas/2017/September-5-2017-Agenda.pdf
2208,Department of Procurement Services,https://www.cityofchicago.org/city/en/depts/dps/supp_info/2000_march_bid_tabulations.html,https://www.cityofchicago.org/content/dam/city/depts/dps/BidTabs1999to2004/2000BidTabs/Mar/B009716010.3.15.00.pdf
26569,Department of Human Resources,https://www.cityofchicago.org/city/en/depts/dhr/supp_info/Job_Specification_Alpah_Order.html,https://www.cityofchicago.org/content/dam/city/depts/dhr/supp_info/JobSpecifications/JobSpecName/SUPVSR-OF-INFORMATION-SERVICES_0743.pdf
22838,Department of Finance,https://www.cityofchicago.org/city/en/depts/fin/supp_info/revenue/information_bulletins.html,https://www.cityofchicago.org/dam/city/depts/rev/supp_info/TaxSupportingInformation/October_2005_Info_Bulletin_RPTT.pdf
18110,Department of Water Management,https://www.cityofchicago.org/city/en/depts/water/supp_info/archived_constructionreports/2013_water_and_sewermainprojects/july.html,https://www.cityofchicago.org/content/dam/city/depts/water/supp_info/arcConRpt/2013construction/07July/20130715_Fillmore_24w.pdf
7009,Department of Procurement Services,https://www.cityofchicago.org/city/en/depts/dps/supp_info/2010_non-competitiveprocurements.html,https://www.cityofchicago.org/content/dam/city/depts/dps/SoleSource/NCRB_2010/01_Jan2010/NulinxPart2.pdf
22034,Department of Water Management,https://www.cityofchicago.org/city/en/depts/water/supp_info/archived_constructionreports/2015_water_and_sewer_projects/september2015.html,https://www.cityofchicago.org/content/dam/city/depts/water/supp_info/arcConRpt/2015construction/September%202015/20150910_62ndSts_13w.pdf
22863,Department of Planning and Development,https://www.cityofchicago.org/city/en/depts/dcd/supp_info/taxsmart_mortgagelenders.html,https://www.cityofchicago.org/content/dam/city/depts/dcd/supp_info/TaxSmart/2016_TaxSmart_Application_Process.pdf
11263,Department of Planning and Development,https://www.cityofchicago.org/city/en/depts/dcd/supp_info/quarterly_housingreports.html,https://www.cityofchicago.org/dam/city/depts/dcd/general/FullReport20133.pdf
6919,Department of Procurement Services,https://www.cityofchicago.org/city/en/depts/dps/supp_info/2010_emergency_authorizations.html,https://www.cityofchicago.org/content/dam/city/depts/dps/Emergency/2010Emergencis/10292010BreathalyzersBreathAlcoholTesting.pdf
926,Department of Public Health,https://www.cityofchicago.org/city/en/depts/cdph/provdrs/data_reports_and_administration/svcs/get_irb_forms.html,https://www.cityofchicago.org/content/dam/city/depts/cdph/policy_planning/IRBPolicyCDPH91220121.pdf
8850,Office of Budget and Management,https://www.cityofchicago.org/city/en/depts/obm/supp_info/annual-budget-recommendations---documents/2015-budget-hearing-opening-statements.html,https://www.cityofchicago.org/content/dam/city/depts/obm/supp_info/2015Budget/Budget_Hearing_Statements_MBE_WBE_Org/088_Statement_MBE_WBE_Org_2015.pdf
11563,Department of Water Management,https://www.cityofchicago.org/city/en/depts/water/supp_info/archived_constructionreports/2016_water_and_sewer_projects/March20160.html,https://www.cityofchicago.org/content/dam/city/depts/water/supp_info/arcConRpt/2016construction/apr_2017/20160422_Logan_32w.pdf
21755,Department of Finance,https://www.cityofchicago.org/city/en/depts/fin/supp_info/rhbc/retiree_healthcarebenefitscommissionjuly272012.html,https://www.cityofchicago.org/content/dam/city/depts/fin/supp_info/Benefits/RHBC/072712/korshak_letter_july_2011.pdf
10267,Department of Human Resources,https://www.cityofchicago.org/city/en/depts/dhr/supp_info/administrative_services1700.html,https://www.cityofchicago.org/content/dam/city/depts/dhr/supp_info/JobSpecifications/Administrative/1700_Statistical_Series/1727_INFORMATION_ANALYST_IGO.pdf
3516,Department of Procurement Services,https://www.cityofchicago.org/city/en/depts/dps/supp_info/2002_november_bidtabulations.html,https://www.cityofchicago.org/content/dam/city/depts/dps/BidTabs1999to2004/2002BidTabs/Nov/B29060714.11.5.02.pdf
16435,Department of Planning and Development,https://www.cityofchicago.org/city/en/depts/dcd/supp_info/district-annual-reports--2014-.html,https://www.cityofchicago.org/content/dam/city/depts/dcd/tif/14reports/T_027_IrvingCiceroAR14.pdf
15951,Department of Planning and Development,https://www.cityofchicago.org/city/en/depts/dcd/supp_info/district_annual_reports2011.html,https://www.cityofchicago.org/content/dam/city/depts/dcd/tif/11reports/T_019_EastmanNorthBranchAR11.pdf
1669,Department of Business Affairs and Consumer Protection,https://www.cityofchicago.org/city/en/depts/bacp/supp_info/minimumwage.html.html,https://www.cityofchicago.org/content/dam/city/depts/bacp/Rules/mwpslrules09112017.pdf
5122,Department of Procurement Services,https://www.cityofchicago.org/city/en/depts/dps/supp_info/2006_emergency_authorizations.html,https://www.cityofchicago.org/content/dam/city/depts/dps/Emergency/2006Emergencies/April/04252006Demolition1938WSchoolStreet.pdf
22663,Department of Buildings,https://www.cityofchicago.org/city/en/depts/bldgs/supp_info/committee_on_standardsandtests.html,https://www.cityofchicago.org/content/dam/city/depts/bldgs/general/AlternativeCodeApproval/STDecisionsJuly2017.pdf
18736,Department of Innovation and Technology,https://www.cityofchicago.org/city/en/depts/doit/supp_info/list_of_contractors.html,https://www.cityofchicago.org/content/dam/city/depts/doit/general/contractor_reports/2012/02_February2012.pdf
5163,Department of Procurement Services,https://www.cityofchicago.org/city/en/depts/dps/supp_info/2006_emergency_authorizations.html,https://www.cityofchicago.org/content/dam/city/depts/dps/Emergency/2006Emergencies/November/11062006EmergencyTreeRemovalGlenwoodTreeExperts.pdf
23551,Department of Business Affairs and Consumer Protection,https://www.cityofchicago.org/city/en/depts/bacp/supp_info/wavtaxicab.html,https://www.cityofchicago.org/content/dam/city/depts/bacp/publicvehicleinfo/medallionowners/WAVTaxicabExtensionRequestform09142016.pdf
9177,Department of Procurement Services,https://www.cityofchicago.org/city/en/depts/dps/supp_info/2016PreBidPreSubmittalConferenceAttendees.html,https://www.cityofchicago.org/content/dam/city/depts/dps/PreBids/2016PreBids/PreBid129037A.pdf
8657,Department of Procurement Services,https://www.cityofchicago.org/city/en/depts/dps/supp_info/2014_non-competitive_procurements.html,https://www.cityofchicago.org/content/dam/city/depts/dps/SoleSource/NCRB2014/BOLDplanningInc.pdf
10031,Department of Human Resources,https://www.cityofchicago.org/city/en/depts/dhr/supp_info/administrative_services0600.html,https://www.cityofchicago.org/content/dam/city/depts/dhr/supp_info/JobSpecifications/Administrative/0600_Information_Technology_Series/0663_Principal%20Computer%20Console%20Operator.pdf
8509,Department of Procurement Services,https://www.cityofchicago.org/city/en/depts/dps/supp_info/2013_prebid_and_pre-submittalconferenceattendees.html,https://www.cityofchicago.org/dam/city/depts/dps/PreBids/2013PreBids/PreBid113915.pdf
13884,Department of Planning and Development,https://www.cityofchicago.org/city/en/depts/dcd/supp_info/community_developmentcommission.html,https://www.cityofchicago.org/content/dam/city/depts/dcd/agendas/CDC_April_2015_Minutes.pdf
12420,Department of Finance,https://www.cityofchicago.org/city/en/depts/fin/supp_info/public_private_partnerships/economic_disclosurestatements1.html,https://www.cityofchicago.org/content/dam/city/depts/fin/supp_info/AssetLeaseAgreements/MeteredParking/EDS/EDS11_MorganStanleyOffshore.pdf
11306,Department of Family & Support Services,https://www.cityofchicago.org/city/en/depts/fss/supp_info/age-friendly-chicago.html,https://www.cityofchicago.org/content/dam/city/depts/fss/supp_info/AgeFriendly/ExecutiveSummary31Oct021815.pdf
113,Department of Procurement Services,https://www.cityofchicago.org/city/en/depts/dps/provdrs/contract/svcs/current_bid_opportunities.html,https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec406900Clarification2.pdf
27033,None,https://www.cityofchicago.org/cityarchives/procurement/auctions/auctionaugust062005/trucks1041_1060.html,https://www.cityofchicago.org/cityarchives/procurement/auctions/auctionaugust062005/Lot1048.pdf
14039,Department of Innovation and Technology,https://www.cityofchicago.org/city/en/depts/doit/supp_info/community_maps.html,https://www.cityofchicago.org/content/dam/city/depts/doit/general/GIS/Chicago_Maps/Community_Areas/CA_WOODLAWN.pdf
14493,Department of Water Management,https://www.cityofchicago.org/city/en/depts/water/supp_info/archived_constructionreports/2016_water_and_sewer_projects/December2016.html,https://www.cityofchicago.org/content/dam/city/depts/water/supp_info/arcConRpt/2016construction/dec_2016/20161212_46thSts_2_14w.pdf
18883,Department of Animal Care and Control,https://www.cityofchicago.org/city/en/depts/cacc/supp_info/maddie_s_fund.html,https://www.cityofchicago.org/content/dam/city/depts/cacc/PDFiles/CACC_2012_Maddies_Fund_Statistics_updated_032613.pdf
18246,Department of Water Management,https://www.cityofchicago.org/city/en/depts/water/supp_info/archived_constructionreports/2017_water_sewer_main_projects/July2017.html,https://www.cityofchicago.org/content/dam/city/depts/water/supp_info/arcConRpt/2017construction/jul_2017/20170724_105th_Vincennes_19w.pdf
25067,Chicago Police Board,https://www.cityofchicago.org/city/en/depts/cpb/auto_generated/public_meetings_archives.html,https://www.cityofchicago.org/content/dam/city/depts/cpb/PubMtgMinutes/BlueBook08102017.pdf
16468,Department of Planning and Development,https://www.cityofchicago.org/city/en/depts/dcd/supp_info/district-annual-reports--2014-.html,https://www.cityofchicago.org/content/dam/city/depts/dcd/tif/14reports/T_090_PetersonCiceroAR14.pdf
6696,Department of Procurement Services,https://www.cityofchicago.org/city/en/depts/dps/supp_info/2009_may_job_ordercontractsjoc.html,https://www.cityofchicago.org/content/dam/city/depts/dps/JOCReleases/2009JOC/2009_MayJOC/15038_25.pdf
8893,Department of Procurement Services,https://www.cityofchicago.org/city/en/depts/dps/supp_info/2015PreBidandPreSubmittalConferenceAttendees.html,https://www.cityofchicago.org/content/dam/city/depts/dps/PreBids/2015PreBids/PreProp121714.pdf
21068,Department of Business Affairs and Consumer Protection,https://www.cityofchicago.org/city/en/depts/bacp/supp_info/taxi_industry_notices.html,https://www.cityofchicago.org/content/dam/city/depts/bacp/publicvehicleinfo/taxiindustrynotices/TaxicabServiceforSocietyforNeuroscience101515.pdf
20108,Department of Water Management,https://www.cityofchicago.org/city/en/depts/water/supp_info/archived_constructionreports/2017_water_sewer_main_projects/October2017.html,https://www.cityofchicago.org/content/dam/city/depts/water/supp_info/arcConRpt/2017construction/oct_2017/20171024_Peoria_Cullerton_20thPl_11w.pdf
868,Department of Family & Support Services,https://www.cityofchicago.org/city/en/depts/fss/provdrs/emerg/svcs/city_cooling_centers.html,https://www.cityofchicago.org/content/dam/city/depts/fss/supp_info/ExtremeWeather/2016CoolingCenterPolish.pdf
13029,Department of Business Affairs and Consumer Protection,https://www.cityofchicago.org/city/en/depts/bacp/supp_info/plans_of_operation.html,https://www.cityofchicago.org/content/dam/city/depts/bacp/PlansofOperation/planofoperation1104w18thst.pdf
12852,Department of Business Affairs and Consumer Protection,https://www.cityofchicago.org/city/en/depts/bacp/supp_info/plans_of_operation.html,https://www.cityofchicago.org/content/dam/city/depts/bacp/PlansofOperation/planofoperation5630westbelmont.pdf
18009,Department of Water Management,https://www.cityofchicago.org/city/en/depts/water/supp_info/archived_constructionreports/2016_water_and_sewer_projects/January2016.html,https://www.cityofchicago.org/content/dam/city/depts/water/supp_info/arcConRpt/2016construction/jan_2016/20160128_Princeton_Shields_48th_51st_03w.pdf
625,Department of Procurement Services,https://www.cityofchicago.org/city/en/depts/dps/supp_info/bids/chicago_ready_tolearn.html,https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Specs/2012/ChicagoReadytoLearn/Addendum09072012.pdf
8801,Office of Budget and Management,https://www.cityofchicago.org/city/en/depts/obm/supp_info/annual-budget-recommendations---documents/2015-budget-hearing-departmental-responses.html,https://www.cityofchicago.org/content/dam/city/depts/obm/supp_info/2015Budget/Departmental_Responses/050_DFSS_Aldermanic_Responses.pdf
14521,Department of Water Management,https://www.cityofchicago.org/city/en/depts/water/supp_info/archived_constructionreports/2017_water_sewer_main_projects/December2017.html,https://www.cityofchicago.org/content/dam/city/depts/water/supp_info/arcConRpt/2017construction/dec_2017/20171220_Eddy_Cornelia_Long_31w.pdf
26944,None,https://www.cityofchicago.org/cityarchives/procurement/auctions/auctionnovember122005/trucks1261_1280.html,https://www.cityofchicago.org/cityarchives/procurement/auctions/auctionnovember122005/Lot1267.pdf
8577,Office of Budget and Management,https://www.cityofchicago.org/city/en/depts/obm/supp_info/annual-budget-recommendations---documents/2014BudgetHearingResponses.html,https://www.cityofchicago.org/content/dam/city/depts/obm/supp_info/2014%20Budget/2014BudgetHearingResponses/OEMC_Responses2014.pdf
16325,Department of Planning and Development,https://www.cityofchicago.org/city/en/depts/dcd/supp_info/district-annual-reports--2013-.html,https://www.cityofchicago.org/content/dam/city/depts/dcd/tif/13reports/T_036_ReadDunningAR13.pdf
22316,Department of Planning and Development,https://www.cityofchicago.org/city/en/depts/dcd/supp_info/special_service_areasandproviderlist.html,https://www.cityofchicago.org/content/dam/city/depts/dcd/ssa/2010SSAaudits/2010 SSAs/SSA18Audit.pdf
23319,Department of Innovation and Technology,https://www.cityofchicago.org/city/en/depts/doit/supp_info/ward_maps.html,https://www.cityofchicago.org/content/dam/city/depts/doit/general/GIS/Chicago_Maps/Citywide_Maps/Ward_30.pdf
20997,Department of Business Affairs and Consumer Protection,https://www.cityofchicago.org/city/en/depts/bacp/supp_info/taxi_industry_notices.html,https://www.cityofchicago.org/content/dam/city/depts/bacp/publicvehicleinfo/taxiindustrynotices/RequestforTaxicabServiceforASI071216.pdf
26082,Department of Human Resources,https://www.cityofchicago.org/city/en/depts/dhr/supp_info/Job_Specification_Alpah_Order.html,https://www.cityofchicago.org/content/dam/city/depts/dhr/supp_info/JobSpecifications/JobSpecName/GIS-MANAGER_0613.pdf
20861,Department of Human Resources,https://www.cityofchicago.org/city/en/depts/dhr/supp_info/public_safety_services9100series.html,https://www.cityofchicago.org/content/dam/city/depts/dhr/supp_info/JobSpecifications/PublicSafetyServices/9100_PoliceGeneralDutySeries/9197_Warrant%20And%20Extradition%20Aide.pdf
6837,Department of Procurement Services,https://www.cityofchicago.org/city/en/depts/dps/supp_info/2009_prebid_conferenceattendees-julythrudecember.html,https://www.cityofchicago.org/content/dam/city/depts/dps/PreBids/2009PreBids/PreBid76356.pdf
405,Department of Transportation,https://www.cityofchicago.org/city/en/depts/cdot/provdrs/construction_information/svcs/online-permit-portal.html,https://www.cityofchicago.org/content/dam/city/depts/cdot/Hansen8/FAQ/CDOT_Paying_Fees_Printing_Permits.pdf
22935,Department of Public Health,https://www.cityofchicago.org/city/en/depts/cdph/supp_info/data-reports/THF_toolkit.html,https://www.cityofchicago.org/content/dam/city/depts/cdph/policy_planning/PP_HousingFactSheetJun09.pdf
18326,Department of Water Management,https://www.cityofchicago.org/city/en/depts/water/supp_info/archived_constructionreports/2014-water-and-sewer-main-projects/june2014.html,https://www.cityofchicago.org/content/dam/city/depts/water/supp_info/arcConRpt/2014constructionRpts/June/20140617_LaPorte_Wilson_45w.pdf
7666,Department of Finance,https://www.cityofchicago.org/city/en/depts/fin/supp_info/comprehensive_annualfinancialstatements/2012_financial_statements.html,https://www.cityofchicago.org/content/dam/city/depts/fin/supp_info/CAFR/2012/CAFR_2012.pdf
14648,Department of Planning and Development,https://www.cityofchicago.org/city/en/depts/dcd/supp_info/ten-year_tif_districtstatusreports.html,https://www.cityofchicago.org/content/dam/city/depts/dcd/tif/T_119_Lakefront_10YR.pdf
111,Department of Procurement Services,https://www.cityofchicago.org/city/en/depts/dps/provdrs/contract/svcs/current_bid_opportunities.html,https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec406900Addendum3.pdf
23266,Department of Animal Care and Control,https://www.cityofchicago.org/city/en/depts/cacc/supp_info/volunteering_at_chicagoanimalcareandcontrol.html,https://www.cityofchicago.org/content/dam/city/depts/cacc/PDFiles/Volunteer_Application_FEB_2017.pdf
22735,Department of Planning and Development,https://www.cityofchicago.org/city/en/depts/dcd/supp_info/tif/stony_island_commercialburnsideindustrial.html,https://www.cityofchicago.org/content/dam/city/depts/dcd/tif/T_054_FinklandSonsPIN.pdf
8373,Office of Budget and Management,https://www.cityofchicago.org/city/en/depts/obm/supp_info/annual-budget-recommendations---documents/2013BudgetHearingOpeningStatements.html,https://www.cityofchicago.org/content/dam/city/depts/obm/supp_info/2013%20Budget/2013BudgetHearingOpeningStatements/DHED_OpeningStatements2013.pdf
9539,Department of Planning and Development,https://www.cityofchicago.org/city/en/depts/dcd/supp_info/tif/43rd_damen_tif_.html,https://www.cityofchicago.org/dam/city/depts/dcd/tif/plans/T_003_43rdDamenRDPORD.pdf
25350,None,https://www.cityofchicago.org/cityarchives/procurement/auctions/auctionmarch202004/index.html,https://www.cityofchicago.org/cityarchives/procurement/auctions/auctionmarch202004/Lot005.pdf
5901,Department of Procurement Services,https://www.cityofchicago.org/city/en/depts/dps/supp_info/2007_pre-bid_conferenceattendeesjanuarythrujune.html,https://www.cityofchicago.org/content/dam/city/depts/dps/PreBids/2007PreBids/50717.pdf
15297,Department of Planning and Development,https://www.cityofchicago.org/city/en/depts/dcd/supp_info/annual_reports.html,https://www.cityofchicago.org/dam/city/depts/dcd/tif/08reports/T_059_CalumetCermakAR.pdf
4949,Department of Procurement Services,https://www.cityofchicago.org/city/en/depts/dps/supp_info/2005_prebid_conferenceattendees.html,https://www.cityofchicago.org/content/dam/city/depts/dps/PreBids/2005PreBids/19640.pdf
23392,Department of Public Health,https://www.cityofchicago.org/city/en/depts/cdph/supp_info/infectious/west_nile_virus_surveillancereports2011.html,https://www.cityofchicago.org/content/dam/city/depts/cdph/food_env/general/West_Nile_Virus/Week33Arboreport8232016.pdf
23249,Board of Ethics,https://www.cityofchicago.org/city/en/depts/ethics/supp_info/ViewStatements-IndependentContractors.html,https://www.cityofchicago.org/content/dam/city/depts/ethics/general/FIS-IndependentContractors/mckinley-george-c-17.pdf
14993,Department of Planning and Development,https://www.cityofchicago.org/city/en/depts/dcd/supp_info/district_annual_reports2006.html,https://www.cityofchicago.org/content/dam/city/depts/dcd/tif/06reports/T_086_CentralWestAR06.pdf
17295,Department of Streets and Sanitation,https://www.cityofchicago.org/city/en/depts/streets/supp_info/recycling1/find_a_residentialrecyclingdropoffcenter.html,https://www.cityofchicago.org/content/dam/city/depts/streets/supp_info/Recycling/Recycling2017PDF/dropbox-070317.pdf
26956,None,https://www.cityofchicago.org/cityarchives/procurement/auctions/auctionnovember122005/trucks1261_1280.html,https://www.cityofchicago.org/cityarchives/procurement/auctions/auctionnovember122005/Lot1279.pdf
9337,Department of Procurement Services,https://www.cityofchicago.org/city/en/depts/dps/supp_info/2017PreBidandPreSubmittalConferenceAttendees.html,https://www.cityofchicago.org/content/dam/city/depts/dps/PreBids/2017PreBids/PreBid116072D.pdf
21627,Department of Planning and Development,https://www.cityofchicago.org/city/en/depts/dcd/supp_info/proposed_and_recentlydesignatedlandmarkstaffreports.html,https://www.cityofchicago.org/content/dam/city/depts/zlup/Historic_Preservation/Publications/Palmer_House_Hotel.pdf
390,Department of Buildings,https://www.cityofchicago.org/city/en/depts/bldgs/provdrs/stand_plan/svcs/applications.html,https://www.cityofchicago.org/dam/city/depts/bldgs/general/SPR/Driveway Permit Application.pdf
7637,Department of Water Management,https://www.cityofchicago.org/city/en/depts/water/supp_info/archived_constructionreports/2011_water_and_sewermainprojects.html,https://www.cityofchicago.org/content/dam/city/depts/water/supp_info/arcConRpt/2011cnstRpt/Wolcott16w20110623.pdf
12639,Department of Planning and Development,https://www.cityofchicago.org/city/en/depts/dcd/supp_info/tif/central_west_tif.html,https://www.cityofchicago.org/content/dam/city/depts/dcd/tif/T_086_ViceroyCOC.pdf
14517,Department of Water Management,https://www.cityofchicago.org/city/en/depts/water/supp_info/archived_constructionreports/2017_water_sewer_main_projects/December2017.html,https://www.cityofchicago.org/content/dam/city/depts/water/supp_info/arcConRpt/2017construction/dec_2017/20171213_Sangamon_16w.pdf
27457,None,https://www.cityofchicago.org/cityarchives/procurement/auctions/auctionmarch202004/trucks61_80.html,https://www.cityofchicago.org/cityarchives/procurement/auctions/auctionmarch202004/Lot067.pdf
10127,Department of Human Resources,https://www.cityofchicago.org/city/en/depts/dhr/supp_info/administrative_services1200.html,https://www.cityofchicago.org/content/dam/city/depts/dhr/supp_info/JobSpecifications/Administrative/1200_Examining_And_Licensing_Series/1227_REVENUE_INVESTIGATOR_I.pdf
21673,Department of Public Health,https://www.cityofchicago.org/city/en/depts/cdph/supp_info/data-reports/required-contract-documents.html,https://www.cityofchicago.org/content/dam/city/depts/cdph/CDPH/Direct%20Deposit.pdf
16007,Department of Planning and Development,https://www.cityofchicago.org/city/en/depts/dcd/supp_info/district_annual_reports2011.html,https://www.cityofchicago.org/content/dam/city/depts/dcd/tif/11reports/T_053_PilsenAR11.pdf
19870,Department of Planning and Development,https://www.cityofchicago.org/city/en/depts/dcd/supp_info/tif/northwest_industrialcorridortif.html,https://www.cityofchicago.org/content/dam/city/depts/dcd/tif/T_064_CocaColaCOC.pdf
